"Date","Mercury","Lead","Location"
2016-03-18,NA,NA,"Lake"
2016-03-19,NA,NA,"Lake"
2016-03-20,698,420.9,"Lake"
2016-03-21,708.3,309.8,"Lake"
2016-03-22,622.8,504.8,"Lake"
2016-03-23,743.1,330.4,"Lake"
2016-03-24,561.4,374,"Lake"
2016-03-25,672,227.7,"Lake"
2016-03-26,490.3,376.5,"Lake"
2016-03-27,573.1,479.6,"Lake"
2016-03-28,608.6,409.8,"Lake"
2016-03-29,707.8,390.1,"Lake"
2016-03-30,NA,NA,"Lake"
2016-03-31,751.8,456,"Lake"
2016-04-01,702.1,351.5,"Lake"
2016-04-02,605.2,248.7,"Lake"
2016-04-03,NA,NA,"Lake"
2016-04-04,805.9,303.7,"Lake"
2016-04-05,470.8,482.1,"Lake"
2016-04-06,689.9,487.4,"Lake"
2016-04-07,574.2,317.2,"Lake"
2016-04-08,455.3,225.2,"Lake"
2016-04-09,456.2,505.4,"Lake"
2016-04-10,NA,NA,"Lake"
2016-04-11,551.2,463.6,"Lake"
2016-04-12,NA,NA,"Lake"
2016-04-13,567.4,310.3,"Lake"
2016-04-14,782.9,445.1,"Lake"
2016-04-15,660.9,490.7,"Lake"
2016-04-16,NA,NA,"Lake"
2016-04-17,NA,NA,"Lake"
2016-04-18,700.5,557.6,"Lake"
2016-04-19,NA,NA,"Lake"
2016-04-20,626.7,388.7,"Lake"
2016-04-21,NA,NA,"Lake"
2016-04-22,636.2,376.8,"Lake"
2016-04-23,540.8,538.9,"Lake"
2016-04-24,622.6,361.4,"Lake"
2016-04-25,630.9,440.5,"Lake"
2016-04-26,484.2,332.9,"Lake"
2016-04-27,696,387.1,"Lake"
2016-04-28,550.4,463.2,"Lake"
2016-04-29,746.9,406.4,"Lake"
2016-04-30,599.3,392.1,"Lake"
2016-05-01,NA,NA,"Lake"
2016-05-02,736,421.5,"Lake"
2016-05-03,766.3,621.5,"Lake"
2016-05-04,437.2,463.4,"Lake"
2016-05-05,636.3,664,"Lake"
2016-05-06,652.3,572.8,"Lake"
2016-05-07,542.3,456.8,"Lake"
2016-05-08,579.6,484.1,"Lake"
2016-05-09,539.6,136.5,"Lake"
2016-05-10,627.3,533.2,"Lake"
2016-05-11,NA,NA,"Lake"
2016-05-12,509.1,556.9,"Lake"
2016-05-13,487.2,309.2,"Lake"
2016-05-14,875.5,431.5,"Lake"
2016-05-15,685.8,408.9,"Lake"
2016-05-16,NA,NA,"Lake"
2016-05-17,549.6,333.1,"Lake"
2016-05-18,630.7,380.8,"Lake"
2016-05-19,668.9,306.8,"Lake"
2016-05-20,708.4,370.6,"Lake"
2016-05-21,620.8,423.2,"Lake"
2016-05-22,655.2,385,"Lake"
2016-05-23,691.8,345.9,"Lake"
2016-05-24,530.2,518.6,"Lake"
2016-05-25,591.7,363.6,"Lake"
2016-05-26,552.1,229.3,"Lake"
2016-05-27,698.3,303.7,"Lake"
2016-05-28,633.5,375.3,"Lake"
2016-05-29,499.3,245.1,"Lake"
2016-05-30,NA,NA,"Lake"
2016-05-31,505.2,382.2,"Lake"
2016-06-01,592.6,259.2,"Lake"
2016-06-02,561.9,397.8,"Lake"
2016-06-03,535.2,395.7,"Lake"
2016-06-04,645,486,"Lake"
2016-06-05,614.3,397.5,"Lake"
2016-06-06,603.1,347,"Lake"
2016-06-07,527.2,431,"Lake"
2016-06-08,NA,NA,"Lake"
2016-06-09,640.4,351.2,"Lake"
2016-06-10,657,330.4,"Lake"
2016-06-11,656.6,360.6,"Lake"
2016-06-12,655.6,317.8,"Lake"
2016-06-13,575.1,274.8,"Lake"
2016-06-14,441.2,443.5,"Lake"
2016-06-15,387.2,368.2,"Lake"
2016-06-16,540.9,400.8,"Lake"
2016-06-17,601,607.5,"Lake"
2016-06-18,634,391.9,"Lake"
2016-06-19,464.7,294.4,"Lake"
2016-06-20,463.7,339.6,"Lake"
2016-06-21,477,388.1,"Lake"
2016-06-22,649.4,375.8,"Lake"
2016-06-23,468.1,235.2,"Lake"
2016-06-24,675.9,409.9,"Lake"
2016-06-25,513.4,424.4,"Lake"
2016-06-26,565.7,399.7,"Lake"
2016-06-27,549.9,204.1,"Lake"
2016-06-28,493.9,459.4,"Lake"
2016-06-29,618.6,478.4,"Lake"
2016-06-30,720.1,422.8,"Lake"
2016-07-01,597.6,460.5,"Lake"
2016-07-02,730.4,271.5,"Lake"
2016-07-03,726.3,474.9,"Lake"
2016-07-04,423.5,387.3,"Lake"
2016-07-05,571.2,394.2,"Lake"
2016-07-06,701.4,564.4,"Lake"
2016-07-07,NA,NA,"Lake"
2016-07-08,420.6,499.7,"Lake"
2016-07-09,559,195.6,"Lake"
2016-07-10,539.3,355.9,"Lake"
2016-07-11,366.1,412.9,"Lake"
2016-07-12,584.5,242.7,"Lake"
2016-07-13,585.8,494.6,"Lake"
2016-07-14,509.6,582.8,"Lake"
2016-07-15,653.7,335.5,"Lake"
2016-07-16,588.5,435.4,"Lake"
2016-07-17,650.7,277.3,"Lake"
2016-07-18,563.7,601.3,"Lake"
2016-07-19,555.5,473.5,"Lake"
2016-07-20,403.4,352.9,"Lake"
2016-07-21,630.4,305.6,"Lake"
2016-07-22,476.3,378.5,"Lake"
2016-07-23,663,375.8,"Lake"
2016-07-24,NA,NA,"Lake"
2016-07-25,688.7,296.6,"Lake"
2016-07-26,655.4,400.6,"Lake"
2016-07-27,NA,NA,"Lake"
