"Date","Mercury","Lead","Location"
2015-10-05,671.9,293.9,"Lake"
2015-10-06,615.1,233.2,"Lake"
2015-10-07,548.2,392.6,"Lake"
2015-10-08,455.3,277.6,"Lake"
2015-10-09,572.5,339.4,"Lake"
2015-10-10,533,191.2,"Lake"
2015-10-11,NA,NA,"Lake"
2015-10-12,434.4,570.6,"Lake"
2015-10-13,416.1,365.1,"Lake"
2015-10-14,525.9,310.9,"Lake"
2015-10-15,521.3,379.4,"Lake"
2015-10-16,541.9,520.8,"Lake"
2015-10-17,657.9,323.4,"Lake"
2015-10-18,479.9,230.8,"Lake"
2015-10-19,465.2,310.6,"Lake"
2015-10-20,466.7,242,"Lake"
2015-10-21,NA,NA,"Lake"
2015-10-22,724.5,341.9,"Lake"
2015-10-23,494.3,511.5,"Lake"
2015-10-24,559.2,428,"Lake"
2015-10-25,523.8,313.1,"Lake"
2015-10-26,534.1,334.4,"Lake"
2015-10-27,531.1,372.7,"Lake"
2015-10-28,627.1,309.9,"Lake"
2015-10-29,573.9,334.1,"Lake"
2015-10-30,443.7,272.6,"Lake"
2015-10-31,NA,NA,"Lake"
2015-11-01,NA,NA,"Lake"
2015-11-02,582.4,424.9,"Lake"
2015-11-03,378,386.9,"Lake"
2015-11-04,NA,NA,"Lake"
2015-11-05,447.1,522.7,"Lake"
2015-11-06,521,71.7,"Lake"
2015-11-07,533.1,431.2,"Lake"
2015-11-08,575.7,367.4,"Lake"
2015-11-09,523.1,211.5,"Lake"
2015-11-10,511.9,618.2,"Lake"
2015-11-11,611.5,372,"Lake"
2015-11-12,641.9,305.3,"Lake"
2015-11-13,499.5,425.7,"Lake"
2015-11-14,NA,NA,"Lake"
2015-11-15,437.5,348.7,"Lake"
2015-11-16,473,354.3,"Lake"
2015-11-17,NA,NA,"Lake"
2015-11-18,666.1,380.4,"Lake"
2015-11-19,680,428.2,"Lake"
2015-11-20,337.1,354.8,"Lake"
2015-11-21,570.3,299,"Lake"
2015-11-22,411.3,293.2,"Lake"
2015-11-23,654.2,498,"Lake"
2015-11-24,473.2,389.7,"Lake"
2015-11-25,NA,NA,"Lake"
2015-11-26,539.2,533,"Lake"
2015-11-27,609.4,303.5,"Lake"
2015-11-28,545.6,366,"Lake"
2015-11-29,492.5,519.5,"Lake"
2015-11-30,NA,NA,"Lake"
2015-12-01,440.5,423.2,"Lake"
2015-12-02,359.5,360.4,"Lake"
2015-12-03,429.5,463.1,"Lake"
2015-12-04,418.1,398.2,"Lake"
2015-12-05,NA,NA,"Lake"
2015-12-06,600.8,371.8,"Lake"
2015-12-07,NA,NA,"Lake"
2015-12-08,NA,NA,"Lake"
2015-12-09,567.4,168.6,"Lake"
2015-12-10,543,304.2,"Lake"
2015-12-11,579.7,412.3,"Lake"
2015-12-12,NA,NA,"Lake"
2015-12-13,504.7,416.2,"Lake"
2015-12-14,364.9,468.9,"Lake"
2015-12-15,595.2,377.7,"Lake"
2015-12-16,NA,NA,"Lake"
2015-12-17,606.8,245.8,"Lake"
2015-12-18,462.2,539.5,"Lake"
2015-12-19,566.6,337.6,"Lake"
2015-12-20,520.4,354.5,"Lake"
2015-12-21,NA,NA,"Lake"
2015-12-22,498.8,369.2,"Lake"
2015-12-23,NA,NA,"Lake"
2015-12-24,475.2,215.7,"Lake"
2015-12-25,NA,NA,"Lake"
2015-12-26,599,292.7,"Lake"
2015-12-27,626.8,264.7,"Lake"
2015-12-28,540.6,447.2,"Lake"
2015-12-29,533.5,466.5,"Lake"
2015-12-30,677.7,341,"Lake"
2015-12-31,NA,NA,"Lake"
2016-01-01,748,359.8,"Lake"
2016-01-02,640.2,427.4,"Lake"
2016-01-03,660.7,506,"Lake"
2016-01-04,NA,NA,"Lake"
2016-01-05,496.8,546.1,"Lake"
2016-01-06,603.6,260.7,"Lake"
2016-01-07,539.8,266.4,"Lake"
2016-01-08,602.9,414.2,"Lake"
2016-01-09,442.4,375,"Lake"
