"Date","Mercury","Lead","Location"
2016-09-26,480.1,510.6,"Lake"
2016-09-27,498.2,342,"Lake"
2016-09-28,635.9,387.6,"Lake"
2016-09-29,542.1,439.5,"Lake"
2016-09-30,392.2,411.7,"Lake"
2016-10-01,658.2,454.6,"Lake"
2016-10-02,723.9,380.3,"Lake"
2016-10-03,534.6,212,"Lake"
2016-10-04,471.1,455.2,"Lake"
2016-10-05,NA,NA,"Lake"
2016-10-06,NA,NA,"Lake"
2016-10-07,464.4,387.7,"Lake"
2016-10-08,NA,NA,"Lake"
2016-10-09,545,510.2,"Lake"
2016-10-10,425.9,455.2,"Lake"
2016-10-11,552.4,418.2,"Lake"
2016-10-12,472.5,432.4,"Lake"
2016-10-13,NA,NA,"Lake"
2016-10-14,477.1,510.5,"Lake"
2016-10-15,NA,NA,"Lake"
2016-10-16,NA,NA,"Lake"
2016-10-17,489,525,"Lake"
2016-10-18,692.7,376.6,"Lake"
2016-10-19,NA,NA,"Lake"
2016-10-20,587,496.1,"Lake"
2016-10-21,521.2,473.4,"Lake"
2016-10-22,654.5,528.7,"Lake"
2016-10-23,543.5,428.3,"Lake"
2016-10-24,650.1,299.3,"Lake"
2016-10-25,430.3,319.6,"Lake"
2016-10-26,590.2,347.1,"Lake"
2016-10-27,NA,NA,"Lake"
2016-10-28,596.1,314.6,"Lake"
2016-10-29,431,431.7,"Lake"
2016-10-30,606.1,464.7,"Lake"
2016-10-31,637.9,462.4,"Lake"
2016-11-01,NA,NA,"Lake"
2016-11-02,533.8,339.7,"Lake"
2016-11-03,671.6,462.8,"Lake"
2016-11-04,335.8,459.8,"Lake"
2016-11-05,550.7,210.1,"Lake"
2016-11-06,581.3,461.5,"Lake"
2016-11-07,NA,NA,"Lake"
2016-11-08,608.1,405.9,"Lake"
2016-11-09,430.8,446.5,"Lake"
2016-11-10,422.2,419.9,"Lake"
2016-11-11,764.7,410.2,"Lake"
2016-11-12,515.3,440.2,"Lake"
2016-11-13,642.2,311.2,"Lake"
2016-11-14,425.3,354.8,"Lake"
2016-11-15,NA,NA,"Lake"
2016-11-16,597.5,414.6,"Lake"
2016-11-17,647.5,591.5,"Lake"
2016-11-18,NA,NA,"Lake"
2016-11-19,422.6,461.5,"Lake"
2016-11-20,586.2,355.6,"Lake"
2016-11-21,NA,NA,"Lake"
2016-11-22,629.2,378.1,"Lake"
2016-11-23,680.5,553,"Lake"
2016-11-24,472.4,658.8,"Lake"
2016-11-25,556.6,529,"Lake"
2016-11-26,346.6,264.1,"Lake"
2016-11-27,590,413.7,"Lake"
2016-11-28,442.7,340.6,"Lake"
2016-11-29,541.5,393.2,"Lake"
2016-11-30,577,421.3,"Lake"
2016-12-01,NA,NA,"Lake"
2016-12-02,604.1,540,"Lake"
2016-12-03,627.9,559.7,"Lake"
2016-12-04,580.8,451.2,"Lake"
2016-12-05,580.8,490.6,"Lake"
2016-12-06,517.4,344.3,"Lake"
2016-12-07,549.7,386,"Lake"
2016-12-08,NA,NA,"Lake"
2016-12-09,NA,NA,"Lake"
2016-12-10,NA,NA,"Lake"
2016-12-11,365,440.5,"Lake"
2016-12-12,713.8,492.7,"Lake"
2016-12-13,699.2,528.5,"Lake"
2016-12-14,641.5,516.3,"Lake"
2016-12-15,560.7,386,"Lake"
2016-12-16,431.4,426.5,"Lake"
2016-12-17,676.8,260.3,"Lake"
2016-12-18,576.4,328.8,"Lake"
2016-12-19,663.6,284.1,"Lake"
2016-12-20,629.8,404.5,"Lake"
2016-12-21,471.4,385.9,"Lake"
2016-12-22,493.4,470.6,"Lake"
2016-12-23,626.1,481.6,"Lake"
2016-12-24,632.5,335,"Lake"
2016-12-25,678.3,359.8,"Lake"
2016-12-26,569.6,431.3,"Lake"
2016-12-27,559,420.7,"Lake"
2016-12-28,558,459.2,"Lake"
2016-12-29,607,302.9,"Lake"
2016-12-30,543.3,350.5,"Lake"
2016-12-31,542.6,473.5,"Lake"
2017-01-01,619.8,484.9,"Lake"
2017-01-02,503,403,"Lake"
2017-01-03,483.2,566.9,"Lake"
2017-01-04,598.9,588.7,"Lake"
2017-01-05,NA,NA,"Lake"
2017-01-06,802.3,503.9,"Lake"
2017-01-07,515.4,519.8,"Lake"
2017-01-08,752.4,424.2,"Lake"
2017-01-09,NA,NA,"Lake"
2017-01-10,708.1,604,"Lake"
2017-01-11,475.6,508.1,"Lake"
2017-01-12,376.4,426.1,"Lake"
2017-01-13,NA,NA,"Lake"
2017-01-14,NA,NA,"Lake"
2017-01-15,599.3,508.9,"Lake"
2017-01-16,NA,NA,"Lake"
2017-01-17,601.5,698.3,"Lake"
2017-01-18,620.4,390.2,"Lake"
2017-01-19,513.7,389.8,"Lake"
2017-01-20,473,233.1,"Lake"
2017-01-21,620.2,524.1,"Lake"
2017-01-22,553.8,420.7,"Lake"
2017-01-23,658.3,312.2,"Lake"
2017-01-24,NA,NA,"Lake"
2017-01-25,413.7,412,"Lake"
2017-01-26,556.9,372.6,"Lake"
2017-01-27,725.5,357.4,"Lake"
2017-01-28,580.2,287.8,"Lake"
2017-01-29,NA,NA,"Lake"
2017-01-30,688.3,427.7,"Lake"
2017-01-31,636.4,323.8,"Lake"
2017-02-01,539.6,338,"Lake"
2017-02-02,NA,NA,"Lake"
2017-02-03,NA,NA,"Lake"
2017-02-04,780.9,338.5,"Lake"
2017-02-05,634.8,463.3,"Lake"
2017-02-06,584.3,429.5,"Lake"
2017-02-07,580.6,375,"Lake"
2017-02-08,855.2,544.2,"Lake"
2017-02-09,812.4,366.1,"Lake"
2017-02-10,649.2,464.4,"Lake"
2017-02-11,767,456.6,"Lake"
2017-02-12,610.1,535.2,"Lake"
