"Date","Mercury","Lead","Location"
2013-12-19,572.1,156,"River"
2013-12-20,NA,NA,"River"
2013-12-21,621.9,351.3,"River"
2013-12-22,669.4,227.3,"River"
2013-12-23,NA,NA,"River"
2013-12-24,NA,NA,"River"
2013-12-25,794.6,281.1,"River"
2013-12-26,709.8,114.1,"River"
2013-12-27,778.9,147.8,"River"
2013-12-28,640.2,193.1,"River"
2013-12-29,661.3,309.6,"River"
2013-12-30,740.6,59.2,"River"
2013-12-31,759.8,385.3,"River"
2014-01-01,547.3,120.1,"River"
2014-01-02,815.7,167.4,"River"
2014-01-03,640,294.3,"River"
2014-01-04,679,118.2,"River"
2014-01-05,NA,NA,"River"
2014-01-06,578.8,125,"River"
2014-01-07,779,238.4,"River"
2014-01-08,685.8,321.8,"River"
2014-01-09,713.7,197.4,"River"
2014-01-10,665.6,199.6,"River"
2014-01-11,756.9,234.7,"River"
2014-01-12,NA,NA,"River"
2014-01-13,812.2,217.5,"River"
2014-01-14,645.3,265.7,"River"
2014-01-15,841.8,133,"River"
2014-01-16,716.7,197.9,"River"
2014-01-17,562.7,277.9,"River"
2014-01-18,644.3,285.6,"River"
2014-01-19,771.9,219,"River"
2014-01-20,605.9,241.6,"River"
2014-01-21,530,268,"River"
2014-01-22,691.3,262.8,"River"
2014-01-23,769.3,172,"River"
2014-01-24,815.5,330.9,"River"
2014-01-25,567.3,127.7,"River"
2014-01-26,786.4,133.1,"River"
2014-01-27,667.6,315.4,"River"
2014-01-28,631.3,237.2,"River"
2014-01-29,NA,NA,"River"
2014-01-30,711.2,169.2,"River"
2014-01-31,726,294.4,"River"
2014-02-01,709.7,223.3,"River"
2014-02-02,642.4,132.4,"River"
2014-02-03,NA,NA,"River"
2014-02-04,754.2,382.1,"River"
2014-02-05,748.9,119.1,"River"
2014-02-06,699.1,-48,"River"
2014-02-07,745.3,-3.9,"River"
2014-02-08,NA,NA,"River"
2014-02-09,661.5,217.2,"River"
2014-02-10,575.8,302.6,"River"
2014-02-11,640.8,-21.2,"River"
2014-02-12,699.5,154.8,"River"
2014-02-13,932.3,91.9,"River"
2014-02-14,735.9,246.8,"River"
2014-02-15,713.8,120.8,"River"
2014-02-16,NA,NA,"River"
2014-02-17,655.3,105.6,"River"
2014-02-18,692,206.2,"River"
2014-02-19,854.3,247.2,"River"
2014-02-20,851.6,101.3,"River"
2014-02-21,NA,NA,"River"
2014-02-22,748,194.1,"River"
2014-02-23,762.8,314.9,"River"
2014-02-24,699.3,168,"River"
2014-02-25,NA,NA,"River"
2014-02-26,743,-18.9,"River"
2014-02-27,851.8,286.7,"River"
2014-02-28,753.5,92.7,"River"
2014-03-01,NA,NA,"River"
2014-03-02,NA,NA,"River"
2014-03-03,NA,NA,"River"
2014-03-04,816.5,-84.9,"River"
2014-03-05,685.8,51.1,"River"
2014-03-06,553.2,182.7,"River"
2014-03-07,606.1,303.7,"River"
2014-03-08,745.3,259.9,"River"
2014-03-09,NA,NA,"River"
2014-03-10,760.1,258.1,"River"
2014-03-11,802.5,240.8,"River"
2014-03-12,947,203.3,"River"
2014-03-13,586.7,146.5,"River"
2014-03-14,916.5,87.1,"River"
2014-03-15,NA,NA,"River"
2014-03-16,800,236.3,"River"
2014-03-17,732.9,127.6,"River"
2014-03-18,794.1,312.8,"River"
2014-03-19,901.2,211.8,"River"
2014-03-20,773.7,196.3,"River"
2014-03-21,902.3,175.4,"River"
2014-03-22,795.3,185,"River"
2014-03-23,730.4,79.3,"River"
2014-03-24,748.4,398.7,"River"
2014-03-25,856.6,246.2,"River"
2014-03-26,620.5,208.3,"River"
2014-03-27,NA,NA,"River"
2014-03-28,788.4,177,"River"
2014-03-29,842.7,245.7,"River"
2014-03-30,605.2,113,"River"
2014-03-31,713,339.3,"River"
2014-04-01,813.3,295.1,"River"
2014-04-02,NA,NA,"River"
2014-04-03,NA,NA,"River"
2014-04-04,655.6,289.3,"River"
2014-04-05,728.8,310.1,"River"
2014-04-06,NA,NA,"River"
2014-04-07,859.2,162.4,"River"
2014-04-08,NA,NA,"River"
2014-04-09,856.8,379,"River"
2014-04-10,664.2,341.8,"River"
2014-04-11,687.3,186.5,"River"
2014-04-12,NA,NA,"River"
2014-04-13,647.1,89.5,"River"
2014-04-14,651.5,334.9,"River"
2014-04-15,NA,NA,"River"
2014-04-16,893.2,285.5,"River"
2014-04-17,685.3,252.4,"River"
2014-04-18,617.5,343.1,"River"
2014-04-19,554.8,200.6,"River"
2014-04-20,669,259.9,"River"
2014-04-21,676.4,288.8,"River"
2014-04-22,649.2,260.5,"River"
2014-04-23,897.6,140.5,"River"
2014-04-24,923.5,-115.1,"River"
2014-04-25,820.6,255.6,"River"
2014-04-26,NA,NA,"River"
2014-04-27,NA,NA,"River"
2014-04-28,909.7,330.7,"River"
2014-04-29,NA,NA,"River"
2014-04-30,898.5,185.9,"River"
2014-05-01,738.4,41.4,"River"
