"Date","Mercury","Lead","Location"
2011-11-14,649,160.7,"River"
2011-11-15,666.9,160.8,"River"
2011-11-16,540.1,138.1,"River"
2011-11-17,672.1,182.9,"River"
2011-11-18,632.6,110.4,"River"
2011-11-19,NA,NA,"River"
2011-11-20,473.5,236.7,"River"
2011-11-21,540.8,409.7,"River"
2011-11-22,670.2,160.6,"River"
2011-11-23,654.5,194.6,"River"
2011-11-24,647.3,41.5,"River"
2011-11-25,807.9,197.9,"River"
2011-11-26,642.7,100.2,"River"
2011-11-27,NA,NA,"River"
2011-11-28,572.5,133.2,"River"
2011-11-29,613.5,113.9,"River"
2011-11-30,NA,NA,"River"
2011-12-01,856.3,166.4,"River"
2011-12-02,836.3,333.8,"River"
2011-12-03,607.3,286.9,"River"
2011-12-04,786,2.4,"River"
2011-12-05,543.4,89.7,"River"
2011-12-06,NA,NA,"River"
2011-12-07,710.2,184.4,"River"
2011-12-08,873.6,259.2,"River"
2011-12-09,687.1,133.8,"River"
2011-12-10,785.6,232.5,"River"
2011-12-11,674.7,248.1,"River"
2011-12-12,683.4,77.6,"River"
2011-12-13,725.2,207.2,"River"
2011-12-14,NA,NA,"River"
2011-12-15,606.8,319,"River"
2011-12-16,661.1,197,"River"
2011-12-17,718.5,463,"River"
2011-12-18,694.9,141.8,"River"
2011-12-19,565.5,44.6,"River"
2011-12-20,677.1,353.9,"River"
2011-12-21,758.8,192.6,"River"
2011-12-22,673,303.2,"River"
2011-12-23,700.7,279.8,"River"
2011-12-24,NA,NA,"River"
2011-12-25,NA,NA,"River"
2011-12-26,614.7,286.2,"River"
2011-12-27,725.3,3,"River"
2011-12-28,655.1,188.2,"River"
2011-12-29,643.9,384.1,"River"
2011-12-30,NA,NA,"River"
2011-12-31,697.9,215.5,"River"
2012-01-01,897.9,304.6,"River"
2012-01-02,502.5,7.7,"River"
2012-01-03,808.6,265.5,"River"
2012-01-04,723.5,-49.1,"River"
2012-01-05,580.3,273.8,"River"
2012-01-06,723.4,14.2,"River"
2012-01-07,NA,NA,"River"
2012-01-08,684.2,263.3,"River"
2012-01-09,NA,NA,"River"
2012-01-10,831.7,295.2,"River"
2012-01-11,746.9,193,"River"
2012-01-12,NA,NA,"River"
2012-01-13,NA,NA,"River"
2012-01-14,490.4,120.6,"River"
2012-01-15,772,122.2,"River"
2012-01-16,679.6,77.7,"River"
2012-01-17,747.4,330.2,"River"
2012-01-18,736.9,194,"River"
2012-01-19,649.6,174.4,"River"
2012-01-20,705.8,192.7,"River"
2012-01-21,811.9,-43.5,"River"
2012-01-22,672.6,205.4,"River"
2012-01-23,748.8,234.2,"River"
2012-01-24,723.8,312.4,"River"
2012-01-25,503.9,183.8,"River"
2012-01-26,584.2,73.1,"River"
2012-01-27,619.3,400.7,"River"
2012-01-28,831.2,334.6,"River"
2012-01-29,641.8,172.5,"River"
2012-01-30,674.6,280.8,"River"
2012-01-31,805.8,147.6,"River"
2012-02-01,770.9,72.3,"River"
2012-02-02,655.3,194.2,"River"
2012-02-03,479.1,135.3,"River"
2012-02-04,809.7,40.5,"River"
2012-02-05,456.6,83.3,"River"
2012-02-06,808.7,80.3,"River"
2012-02-07,739.1,193.2,"River"
2012-02-08,748.5,267.7,"River"
2012-02-09,734.6,230.5,"River"
2012-02-10,810.3,330.2,"River"
2012-02-11,967,224.6,"River"
2012-02-12,NA,NA,"River"
2012-02-13,NA,NA,"River"
2012-02-14,834.6,101.5,"River"
2012-02-15,716.5,229,"River"
2012-02-16,656.9,112.2,"River"
2012-02-17,749.6,269.4,"River"
2012-02-18,NA,NA,"River"
2012-02-19,702.3,229.4,"River"
2012-02-20,734.2,266,"River"
2012-02-21,NA,NA,"River"
