"Date","Mercury","Lead","Location"
2017-05-27,589.6,533.6,"Lake"
2017-05-28,826.8,319.5,"Lake"
2017-05-29,663.7,314.5,"Lake"
2017-05-30,NA,NA,"Lake"
2017-05-31,504.1,408.2,"Lake"
2017-06-01,NA,NA,"Lake"
2017-06-02,732,484.8,"Lake"
2017-06-03,788.2,460.3,"Lake"
2017-06-04,NA,NA,"Lake"
2017-06-05,NA,NA,"Lake"
2017-06-06,NA,NA,"Lake"
2017-06-07,NA,NA,"Lake"
2017-06-08,NA,NA,"Lake"
2017-06-09,NA,NA,"Lake"
2017-06-10,777.7,400.2,"Lake"
2017-06-11,592.3,673.3,"Lake"
2017-06-12,712.3,593.1,"Lake"
2017-06-13,NA,NA,"Lake"
2017-06-14,447,254.3,"Lake"
2017-06-15,614.1,612.6,"Lake"
2017-06-16,642.7,484,"Lake"
2017-06-17,NA,NA,"Lake"
2017-06-18,NA,NA,"Lake"
2017-06-19,498.7,455.1,"Lake"
2017-06-20,650.2,500.8,"Lake"
2017-06-21,497.7,491.3,"Lake"
2017-06-22,621.6,556.6,"Lake"
2017-06-23,600.1,408.4,"Lake"
2017-06-24,822.5,244.5,"Lake"
2017-06-25,580.9,474.2,"Lake"
2017-06-26,600.5,439.2,"Lake"
2017-06-27,NA,NA,"Lake"
2017-06-28,NA,NA,"Lake"
2017-06-29,466.1,337.5,"Lake"
2017-06-30,599,267.8,"Lake"
2017-07-01,563.4,371.7,"Lake"
2017-07-02,649.4,346.9,"Lake"
2017-07-03,625.2,438.9,"Lake"
2017-07-04,619.2,443.6,"Lake"
2017-07-05,497.7,282.5,"Lake"
2017-07-06,408.1,591,"Lake"
2017-07-07,494.4,415.4,"Lake"
2017-07-08,648.1,416.5,"Lake"
2017-07-09,385.6,508.8,"Lake"
2017-07-10,NA,NA,"Lake"
2017-07-11,537.9,505.3,"Lake"
2017-07-12,NA,NA,"Lake"
2017-07-13,491.7,411.2,"Lake"
2017-07-14,402.4,554.9,"Lake"
2017-07-15,673.3,390.1,"Lake"
2017-07-16,478.8,433.4,"Lake"
2017-07-17,569.3,437.5,"Lake"
2017-07-18,625.1,352.1,"Lake"
2017-07-19,NA,NA,"Lake"
2017-07-20,498.6,448.3,"Lake"
2017-07-21,637.8,633,"Lake"
2017-07-22,687.5,350.2,"Lake"
2017-07-23,641.5,475.2,"Lake"
2017-07-24,602.6,516.5,"Lake"
2017-07-25,NA,NA,"Lake"
2017-07-26,422.6,301,"Lake"
2017-07-27,715.6,460.9,"Lake"
2017-07-28,593.9,384.5,"Lake"
2017-07-29,583.7,447.8,"Lake"
2017-07-30,661.6,426.2,"Lake"
2017-07-31,586.7,415.8,"Lake"
2017-08-01,428.7,333.7,"Lake"
2017-08-02,NA,NA,"Lake"
2017-08-03,475.3,360.6,"Lake"
2017-08-04,545.1,395.6,"Lake"
2017-08-05,641.7,492.9,"Lake"
2017-08-06,531.1,328.2,"Lake"
2017-08-07,584.7,421.2,"Lake"
2017-08-08,742.9,534.4,"Lake"
2017-08-09,NA,NA,"Lake"
2017-08-10,NA,NA,"Lake"
2017-08-11,NA,NA,"Lake"
2017-08-12,613.1,498.6,"Lake"
2017-08-13,NA,NA,"Lake"
2017-08-14,612.9,504.5,"Lake"
2017-08-15,460,614.3,"Lake"
2017-08-16,722.2,415.9,"Lake"
2017-08-17,420.2,467.9,"Lake"
2017-08-18,551.2,315.8,"Lake"
2017-08-19,584.3,336.6,"Lake"
2017-08-20,544.8,386.9,"Lake"
2017-08-21,660.8,414.6,"Lake"
2017-08-22,437.2,336.6,"Lake"
2017-08-23,553.4,569.1,"Lake"
2017-08-24,NA,NA,"Lake"
2017-08-25,478.4,379.2,"Lake"
2017-08-26,466.5,328.2,"Lake"
2017-08-27,891.7,434.6,"Lake"
2017-08-28,630.9,422.4,"Lake"
2017-08-29,462,505.9,"Lake"
2017-08-30,539.7,159,"Lake"
2017-08-31,661.6,412.8,"Lake"
