"Date","Mercury","Lead","Location"
2020-08-24,781.5,694.3,"Lake"
2020-08-25,681.8,587.7,"Lake"
2020-08-26,797.7,692.8,"Lake"
2020-08-27,839.2,627,"Lake"
2020-08-28,770.1,573.5,"Lake"
2020-08-29,741.3,515.6,"Lake"
2020-08-30,679.2,460.5,"Lake"
2020-08-31,NA,NA,"Lake"
2020-09-01,690,683.4,"Lake"
2020-09-02,578.6,560.4,"Lake"
2020-09-03,625,494.6,"Lake"
2020-09-04,NA,NA,"Lake"
2020-09-05,NA,NA,"Lake"
2020-09-06,629.1,565.6,"Lake"
2020-09-07,505.4,578.6,"Lake"
2020-09-08,776.2,676.5,"Lake"
2020-09-09,NA,NA,"Lake"
2020-09-10,629.8,643.7,"Lake"
2020-09-11,491.1,488.6,"Lake"
2020-09-12,666.1,552.4,"Lake"
2020-09-13,NA,NA,"Lake"
2020-09-14,NA,NA,"Lake"
2020-09-15,745.6,572.6,"Lake"
2020-09-16,498,488.7,"Lake"
2020-09-17,578.9,622.5,"Lake"
2020-09-18,442,618.7,"Lake"
2020-09-19,750.5,538.3,"Lake"
2020-09-20,NA,NA,"Lake"
2020-09-21,822.3,736.2,"Lake"
2020-09-22,711.5,620.9,"Lake"
2020-09-23,587.7,669,"Lake"
2020-09-24,785.6,633,"Lake"
2020-09-25,664.5,670.5,"Lake"
2020-09-26,748.9,634.6,"Lake"
2020-09-27,785.3,562.2,"Lake"
2020-09-28,NA,NA,"Lake"
2020-09-29,766.9,661.9,"Lake"
2020-09-30,455.7,505.6,"Lake"
2020-10-01,680.2,611.2,"Lake"
2020-10-02,NA,NA,"Lake"
2020-10-03,742.1,524.3,"Lake"
2020-10-04,672.1,587.5,"Lake"
2020-10-05,600.5,575.9,"Lake"
2020-10-06,NA,NA,"Lake"
2020-10-07,783.7,506.1,"Lake"
2020-10-08,598.7,602.3,"Lake"
2020-10-09,756.4,563.5,"Lake"
2020-10-10,584.6,526.2,"Lake"
2020-10-11,704.1,807.4,"Lake"
2020-10-12,693.9,623.5,"Lake"
2020-10-13,NA,NA,"Lake"
2020-10-14,686.2,644.2,"Lake"
2020-10-15,784.6,683.1,"Lake"
2020-10-16,783.2,795.3,"Lake"
2020-10-17,563.5,596.8,"Lake"
2020-10-18,757.4,683.1,"Lake"
2020-10-19,712.1,723.7,"Lake"
2020-10-20,706.1,725.9,"Lake"
2020-10-21,619,870,"Lake"
2020-10-22,497.8,620,"Lake"
2020-10-23,586.7,597.4,"Lake"
2020-10-24,613.6,617.1,"Lake"
2020-10-25,833.7,698.7,"Lake"
2020-10-26,707.4,690.3,"Lake"
2020-10-27,683.6,623,"Lake"
2020-10-28,710.7,638.8,"Lake"
2020-10-29,613.4,689.8,"Lake"
2020-10-30,NA,NA,"Lake"
2020-10-31,648.3,723.4,"Lake"
2020-11-01,702.7,499.8,"Lake"
2020-11-02,734.3,615,"Lake"
2020-11-03,568.3,767,"Lake"
2020-11-04,531.7,616.2,"Lake"
2020-11-05,617.2,525.4,"Lake"
2020-11-06,NA,NA,"Lake"
2020-11-07,808.6,588,"Lake"
2020-11-08,611.8,492.1,"Lake"
2020-11-09,711.7,591.1,"Lake"
2020-11-10,574.5,585.5,"Lake"
2020-11-11,654.6,571.9,"Lake"
2020-11-12,580.5,632.7,"Lake"
2020-11-13,777.8,587,"Lake"
2020-11-14,554.9,547.1,"Lake"
2020-11-15,799,546.7,"Lake"
2020-11-16,604.6,538.8,"Lake"
2020-11-17,761.2,538.7,"Lake"
2020-11-18,709.8,542.8,"Lake"
2020-11-19,NA,NA,"Lake"
2020-11-20,641.9,505.7,"Lake"
2020-11-21,666,621.5,"Lake"
2020-11-22,705.3,601.9,"Lake"
2020-11-23,726.7,729.4,"Lake"
2020-11-24,768,496.4,"Lake"
2020-11-25,613.7,663.7,"Lake"
2020-11-26,737,531.2,"Lake"
2020-11-27,574.1,630.5,"Lake"
2020-11-28,820.8,411,"Lake"
2020-11-29,609.2,514.4,"Lake"
2020-11-30,646.8,723.1,"Lake"
2020-12-01,538.4,685,"Lake"
2020-12-02,614.6,603.6,"Lake"
2020-12-03,682.8,587.5,"Lake"
2020-12-04,578.4,544.1,"Lake"
2020-12-05,570,587.4,"Lake"
2020-12-06,NA,NA,"Lake"
2020-12-07,620.7,537,"Lake"
2020-12-08,696.4,773.2,"Lake"
2020-12-09,NA,NA,"Lake"
2020-12-10,NA,NA,"Lake"
2020-12-11,NA,NA,"Lake"
2020-12-12,641,578.7,"Lake"
2020-12-13,618.3,634.2,"Lake"
